"County","State","pct_more_65y","pct_less_18y","pct_high_school","pct_asian","pct_black","pct_latino","pct_white","pct_homeownership","households","housing_units","median_value_occupied_units","pers_houshold","median_household_income","income_capita","land_area","lang_other_eng","living_same_house","mean_travel_time_work","pct_female","veterans","pop_2020","pop_2010","pop_square_mile","retail_sales","total_firms","party","diff_Biden_Trump"
"Lincoln County","CO",17.6,20.4,90.9,1,5.5,14.8,77,70.6,1518,2511,147100,2.31,47258,16753,2577.63,9.7,91.6,17.3,41.6,378,5675,5467,2.1,183874,323,"REP",-1665
"Lincoln County","GA",24.5,18.6,82.1,0.5,28.9,2.1,66.7,75,3475,4923,127700,2.23,39742,26918,210.38,2.5,93.6,35,51.4,579,7690,7996,38,38815,676,"REP",-1741
"Lincoln County","ID",14.1,27.4,76.6,0.7,0.5,31.4,64.9,68.2,1724,2017,145600,3.08,50053,21656,1201.41,24.9,88.4,29.6,48.2,307,5127,5208,4.3,29628,356,"REP",-1055
"Lincoln County","KS",25.4,21.7,93.3,0.4,0.7,3.7,93.4,77.9,1248,1845,72700,2.39,45076,25803,719.4,2.4,91.3,21.1,49.9,235,2939,3241,4.5,9154,325,"REP",-1007
"Lincoln County","KY",18.8,23.7,79.9,0.3,2.2,1.7,94.3,78.3,9697,11094,106400,2.5,42919,21480,334.1,3.4,87.9,28.7,51,1392,24275,24742,74.1,145878,2089,"REP",-6235
"Lincoln County","MN",25.1,23.4,91.9,0.5,0.3,2.3,95.5,78.8,2468,3145,103100,2.23,53077,30253,536.76,1.3,86.4,23,49.5,422,5640,5896,11,66946,578,"REP",-1184
"Lincoln County","MO",13.7,25.4,89.5,0.5,2,2.6,92.9,78.5,19286,21976,163300,2.89,64196,26848,626.56,1.7,87.8,33.8,50,3654,59574,52566,83.9,447830,4190,"REP",-15241
"Lincoln County","MS",17.5,23.3,86.3,0.4,30.3,1.3,66.9,75.3,12699,15706,99500,2.65,42606,23541,586.12,1.1,91.8,27.2,52.2,1202,34907,34869,59.5,540559,2307,"REP",-6556
"Lincoln County","MT",29.5,17.9,89.6,0.4,0.4,3.3,92.3,80.3,8122,11610,198200,2.38,40140,25081,3612.92,5.3,89,17,49.9,2365,19677,19687,5.4,172571,2090,"REP",-5837
"Lincoln County","NC",17.9,21.1,87.9,0.8,5.8,7.5,84.6,76.4,32894,37525,172000,2.5,57536,31771,297.94,7,89,30.3,50.4,5821,86810,78265,262.7,789837,5274,"REP",-23067
"Lincoln County","NE",20.1,23.4,93.5,0.9,1.3,9.1,87.2,67,14856,16889,139400,2.32,59795,31567,2564.07,5.2,83.7,15.5,50.4,2649,34676,36288,14.2,728760,3224,"REP",-9379
"Lincoln County","NM",29.2,18.2,89.5,0.6,1.1,34.4,60.3,80.6,7566,18366,193900,2.54,46216,27454,4831.09,21,88.6,18.1,51.3,1927,20269,20497,4.2,279667,2794,"REP",-3748
"Lincoln County","NV",25.3,19.7,86.2,0.7,3.3,7.8,84.5,74.8,2018,2826,140900,2.28,58462,26432,10633.2,5.3,83.2,22.4,46.6,520,4499,5345,0.5,21326,283,"REP",-1737
"Lincoln County","OK",18.6,23.5,87.2,0.4,2,3.6,81.9,79.7,12763,15442,110800,2.7,50671,25255,952.31,1.6,92.4,30.3,50.2,2753,33458,34273,36,239108,2368,"REP",-9404
"Lincoln County","OR",29.3,16.5,91.5,1.4,0.9,9.5,82,65.6,21298,31945,251200,2.25,47882,27861,979.77,7.2,83.5,18.8,51.7,5365,50395,46034,47,580765,4827,"DEM",4925
"Lincoln County","SD",13.4,27.7,94.8,1.5,1.8,2.4,92.2,76.7,19749,21518,228800,2.85,82473,40059,577.28,4.7,83.9,19.5,50.5,2988,65161,44828,77.7,490576,4919,"REP",-7636
"Lincoln County","TN",19.7,22.3,83.5,0.5,7,3.8,86.3,75.1,13548,15714,135700,2.48,49485,26965,570.34,2.9,88.5,28.8,51.1,2312,35319,33361,58.5,316837,2871,"REP",-9362
"Lincoln County","WA",25.9,21.7,92.7,0.5,0.6,3.6,90.8,78,4525,6158,162800,2.31,54631,28891,2310.49,2.1,89.1,24.1,49.1,1106,10876,10570,4.6,106903,692,"REP",-3437
"Lincoln County","WI",22.2,18.2,92,0.6,0.9,1.7,95.2,78.1,12625,17335,139700,2.14,58541,30972,878.97,2.6,87.2,22.6,49.3,2051,28415,28743,32.7,308735,2211,"REP",-3756
"Lincoln County","WV",20,22.2,80.9,0.2,0.4,0.7,97.5,77.8,8208,9964,84200,2.53,42345,21456,437.04,0.4,95.4,34.9,50.5,1283,20463,21720,49.7,80307,737,"REP",-4301
"Lincoln County","WY",18,26.4,92.8,0.6,0.6,4.6,92.3,82.4,6908,9698,246400,2.77,66964,29747,4076.13,4.2,84.8,27.8,49,1346,19581,18106,4.4,180589,2201,"REP",-7134
"Lincoln Parish","LA",14,19.9,88.5,1.6,40.7,3.1,53.6,51.5,17712,20576,154500,2.49,35467,22863,471.74,4.9,78.1,19.2,51.3,2213,48396,46735,99.1,592587,3224,"REP",-3752
"Linn County","IA",16.3,23,94.5,2.6,6.1,3.4,85.2,73.8,90877,98821,157000,2.41,64903,34545,716.88,5.8,85.8,18.8,50.7,13891,230299,211226,294.6,4483322,16511,"DEM",17510
"Linn County","KS",23.1,21.8,89.7,0.4,0.9,2.9,93,77.5,4497,5694,110100,2.14,48778,27926,594.06,0.9,91.6,33.9,49.3,708,9591,9656,16.3,53498,930,"REP",-3077
"Linn County","MO",21.4,23.3,89.4,0.3,0.9,2.8,94.2,72.9,5106,6383,87200,2.34,45930,25130,615.56,1.8,89.5,20.7,51.3,748,11874,12761,20.7,150002,1141,"REP",-3088
"Linn County","OR",19.1,22.3,89.5,1.3,0.8,9.5,84.3,64.4,47762,51398,221600,2.59,55893,27345,2290.13,7.9,83.9,22.8,50.5,10789,128610,116672,50.9,1181597,7057,"REP",-16974
"Lipscomb County","TX",19.1,25.3,82.1,0.8,2.1,34.5,60.7,73.8,1192,1506,100900,2.82,59091,28131,932.18,25.3,87.6,20.1,48.9,168,3059,3302,3.5,98140,534,"REP",-1074
"Little River County","AR",20.9,22.4,89,0.5,19.9,3.7,72.6,71.5,5363,6545,77900,2.27,45113,25759,532.25,1.7,85.7,27,51.8,834,12026,13171,24.7,104240,656,"REP",-2489
"Live Oak County","TX",20.8,19.8,76.9,0.8,4.8,40.8,52.9,82,3752,6320,104100,2.85,53848,25370,1039.7,30.5,85,30.4,45.1,924,11335,11531,11.1,262970,1001,"REP",-3380
"Livingston County","IL",19.4,21.6,89.9,0.9,4.3,4.8,88.8,72.8,14307,15907,109400,2.36,55160,27925,1044.29,3.8,88.1,21.5,49.8,2546,35815,38950,37.3,479427,2591,"REP",-7593
"Livingston County","KY",22.5,20.2,83.8,0.4,0.6,2.5,94.6,79.3,3857,4889,102400,2.38,50839,27728,313.13,1.7,91.9,23.1,50.9,538,8888,9519,30.4,47093,618,"REP",-3071
"Livingston County","MI",17.9,20.8,95.2,1,0.7,2.6,94.1,85.4,72000,77728,247100,2.62,84221,40351,565.25,2.9,91.1,32.6,49.9,10779,193866,180967,320.2,2410171,17931,"REP",-28762
"Livingston County","MO",19.5,21,86.7,0.8,3.7,2,91.8,66.6,5915,6869,111500,2.32,46992,23587,532.33,1.7,86.5,17.6,56.4,889,14557,15195,28.5,359095,1208,"REP",-3857
"Livingston County","NY",18.3,17.6,90.6,1.4,3,3.9,90.5,74.7,24176,27725,129400,2.37,59510,28701,631.76,6.9,86.4,25.7,49.8,3745,61834,65393,103.5,633605,4103,"REP",-5705
"Livingston Parish","LA",13.3,25.5,85.2,0.7,7.1,4.1,86.8,81.8,48410,58646,167100,2.85,63389,29354,648.17,4.3,90.5,34.5,50.8,7350,142282,128026,197.5,1180546,10280,"REP",-45628
"Llano County","TX",37.3,15.1,85.8,0.6,1.2,10.8,86,78.1,8678,15789,194800,2.4,53411,37050,934.03,6.4,85.1,31,51.6,2522,21243,19301,20.7,135268,2450,"REP",-7614
"Logan County","AR",20.5,21.3,86.2,2.3,1.5,3,90.6,73.7,8417,10183,99000,2.5,41466,21491,708.13,3.5,82.3,25.5,50.2,1476,21131,22353,31.6,152762,1575,"REP",-4897
"Logan County","CO",18.1,17.9,89.6,1,4.5,17.2,75.6,65.2,8393,9148,157900,2.54,53318,26727,1838.55,10.3,78.7,18.3,42.8,1828,21528,22709,12.4,320041,1552,"REP",-5869
"Logan County","IL",18.6,19.2,88.7,0.8,8.5,3.5,85.9,72.7,10797,12029,103200,2.31,57308,27546,618.06,4.6,84.1,21.9,49.2,1890,27987,30305,49,292327,1981,"REP",-5296
"Logan County","KS",21.2,24.1,91,0.9,0.8,6.9,89.7,69.2,1153,1445,86600,2.4,51740,28135,1072.99,2.8,87.8,16.2,50.1,163,2762,2756,2.6,35330,488,"REP",-1046
"Logan County","KY",18.6,23.3,84.9,0.3,6.3,3,88.4,69.7,10418,12357,111000,2.55,48014,24221,552.13,3.1,87.8,23.9,50.5,1369,27432,26835,48.6,264873,2123,"REP",-5973
"Logan County","ND",26.6,22.5,88,0.4,0.4,2.6,94.6,83.9,849,1155,86800,2.11,59375,32619,992.82,9.2,92.8,14,48.2,114,1876,1990,2,30492,161,"REP",-802
"Logan County","NE",22.6,23.4,94,0.4,0.1,3.7,93.4,73.8,347,395,110300,2.67,52708,24355,570.66,4.2,85.9,24.5,47.1,79,716,763,1.3,8002,40,"REP",-369
"Logan County","OH",18.7,23.1,92.6,0.7,1.8,2.1,93,74.2,18677,23501,131900,2.4,56754,29424,458.43,3.6,87.2,22.1,50.4,3052,46150,45858,100,442323,2908,"REP",-12909
"Logan County","OK",16.4,22.6,90.1,0.7,8.1,6.7,77.4,82.9,15512,17574,169500,2.87,65357,31105,743.83,5.1,88.2,28,50.4,3337,49555,41848,56.3,343943,4007,"REP",-10153
"Logan County","WV",21.1,20.5,79.8,0.3,1.8,1,95.9,72.6,13816,16867,89100,2.36,36168,21936,453.74,0.6,89.3,27.3,50.7,1637,32567,36743,81,551188,1802,"REP",-8201
"Long County","GA",10.2,27.2,87.7,1.3,27.5,11,57.2,69.1,5695,7161,122100,3.26,54605,22639,400.29,12.3,78.1,31.6,49.5,2665,16168,14464,36.1,16175,576,"REP",-1492
"Lonoke County","AR",13.8,25.4,89.1,0.9,6.3,4.6,85.8,69.2,26895,30115,142500,2.67,59094,27293,770.73,4.2,88.3,28,50.9,6686,74015,68356,88.7,613431,5024,"REP",-16198
"Lorain County","OH",18.8,21.8,89.7,1.4,9,10.4,77.7,72.3,120281,132798,150500,2.48,58427,30928,491.1,7.2,86.8,24.6,50.8,19800,312964,301356,613.6,3707277,20914,"REP",-3853
"Los Alamos County","NM",18.1,22,97.6,6.6,1.4,18.5,71.2,74.1,7931,8401,302800,2.34,121324,60746,109.17,14.3,88,16.2,48.9,1429,19419,17950,164.4,103227,1352,"DEM",3276
"Los Angeles County","CA",14.1,21.4,79.1,15.4,9,48.6,26.1,45.8,3316795,3579329,583200,2.99,68044,34156,4057.88,56.6,89.7,31.8,50.7,261742,10014009,9818605,2419.6,121389378,1146701,"DEM",1883355
"Loudon County","TN",26.9,19.1,86.2,0.9,1.6,9.2,87.1,77.8,20669,23739,222500,2.51,58065,31478,229.22,8.7,88.9,22.7,50.7,4198,54886,48556,211.8,484020,4050,"REP",-14765
"Loudoun County","VA",9.7,27.9,93.9,20.3,8.1,13.9,54.8,78,128637,139974,508100,3.06,142299,55744,515.56,31.6,87.4,34.5,50.4,21956,420959,312311,605.8,5140369,33392,"DEM",56284
"Louisa County","IA",19.4,21.9,84.1,3.5,1.1,16.1,78.4,76.9,4335,5060,108800,2.55,56673,29021,401.77,17.8,91.2,22.2,49,563,10837,11387,28.3,60672,846,"REP",-1774
"Louisa County","VA",20.3,20.1,85.2,0.6,15.6,3.3,78.1,80,13871,17916,223100,2.59,60975,34041,496.3,4.8,89.1,36.7,50.5,3259,37596,33153,66.8,276447,2460,"REP",-5025
"Loup County","NE",26.2,20.9,98.1,0.2,0.8,3.9,95,76.5,294,468,112500,2.06,51000,27726,568.29,0,94.8,26.3,49.2,34,607,632,1.1,11578,125,"REP",-295
"Love County","OK",19.6,24,82.4,0.7,2.8,16.2,70,76.7,3268,4594,111700,3.05,49399,22036,514,13.1,90.5,23.1,49.9,587,10146,9423,18.3,77374,686,"REP",-2594
"Loving County","TX",13.6,29,80.3,1.2,3.6,13.6,81.1,63.3,30,55,154500,3.27,83750,33624,668.93,19.5,100,24.8,42,4,64,82,0.1,8002,0,"REP",-56
"Lowndes County","AL",19.8,22,78.3,0.5,72.4,1.9,25.1,74.3,4251,5274,70000,2.35,30036,20209,715.91,0.4,88.7,31.5,53,300,10311,11299,15.8,100834,884,"DEM",3136
"Lowndes County","GA",12.6,24.1,86.6,2.2,37.4,6,53,52.3,41282,49490,140600,2.69,42441,23348,496.07,5.8,84.6,19.7,51.7,7858,118251,109233,220.2,1748485,8296,"REP",-5576
"Lowndes County","MS",16.3,23.7,86,1,44.8,2.1,51.2,63.5,22436,27515,134200,2.56,50441,26438,505.51,3.1,86.7,20,52.4,4323,58879,59779,118.3,736479,4847,"REP",-713
"Lubbock County","TX",12.7,23.7,86.2,2.4,7.9,36.3,52.7,55.2,113488,130773,140600,2.58,52429,27922,895.6,21.6,74.7,17.3,50.7,14404,310639,278831,311.3,4796568,24033,"REP",-38844
"Lucas County","IA",22.4,22.8,92.1,0.4,0.6,2.4,95.7,78.1,3701,4204,96400,2.29,55205,31069,430.59,5.2,89,21.6,48.8,559,8634,8898,20.7,86141,690,"REP",-2003
"Lucas County","OH",16.7,23,89.3,1.7,20.3,7.4,68.2,59.7,179930,203798,116600,2.34,48736,29226,340.86,6.7,83.6,20.9,51.6,22882,431279,441815,1296.2,5977896,32125,"DEM",33648
"Luce County","MI",21.1,16.1,88.4,0.2,12,1.7,77.2,79.5,2231,4385,87200,2.35,45469,22350,899.08,4.9,84.3,13.3,40.4,522,5339,6631,7.4,84246,637,"REP",-1267
"Lumpkin County","GA",17.8,17.2,84.8,0.8,1.7,5.1,90.2,70.7,11570,13863,185800,2.67,51790,27155,282.93,5.2,82.5,28.4,50.4,2208,33488,29966,105.9,192262,2451,"REP",-9037
"Luna County","NM",21.2,26,69.8,1.1,1.9,67.9,28.5,60.9,8904,11355,86900,2.65,29360,17168,2965.19,49.7,86.7,19.4,49.5,1549,25427,25095,8.5,209979,1353,"REP",-845
"Lunenburg County","VA",22.7,18.9,77.8,0.3,33.9,5.4,58.9,71.8,4293,5998,119500,2.63,44303,19848,431.68,4.8,94.4,30.3,47.1,1085,11936,12914,29.9,51265,900,"REP",-1119
"Luzerne County","PA",20.2,19.7,89.8,1.4,6.6,13.8,79.3,68,128660,150496,127000,2.37,53473,28972,890.33,12.1,87.3,22.9,50.5,21704,325594,320918,360.4,8097008,21934,"REP",-22056
"Lycoming County","PA",19.8,20.4,90.1,0.7,4.8,2.2,90.3,69.2,45608,53642,155800,2.37,54241,27950,1228.59,3.7,86.1,21,51,8898,114188,116111,94.5,1878105,8112,"REP",-24491
"Lyman County","SD",16.2,29.4,89.7,0.4,0.6,2.6,54.7,67.2,1397,1751,102800,2.7,53862,22850,1641.94,7.8,92.7,13,48.2,130,3718,3755,2.3,54526,303,"REP",-517
"Lynchburg city","VA",14.1,19.2,88.7,2.4,28.6,4.2,62.3,48.7,28273,29987,160100,2.48,46409,23863,49.13,6.7,78.8,17.4,53.2,4755,79009,75568,1538.2,1995200,5519,"DEM",951
"Lynn County","TX",16.4,27.3,75.4,0.4,2.6,46.8,49.9,68.3,2154,2672,84000,2.68,43382,24917,891.87,28.9,81.3,20,48.7,287,5596,5915,6.6,18483,298,"REP",-1425
"Lyon County","IA",18.4,28.1,90.6,0.4,0.4,2.8,95.1,85.4,4548,5110,146900,2.55,64982,29124,587.65,3.2,91.9,18.6,49.2,638,11934,11581,19.7,106633,1036,"REP",-4640
"Lyon County","KS",15.6,22.2,88.3,2.7,2.5,21.8,70.5,60,13569,15409,106800,2.34,46338,26904,847.47,17.9,76.2,15.9,51.4,1696,32179,33690,39.8,493918,2558,"REP",-1503
"Lyon County","KY",26,14.4,87.8,0.5,5.8,2.2,89.8,79.4,3333,4928,141500,2.1,52528,26994,213.84,2.7,86.7,21.9,44,877,8680,8314,38.9,65137,641,"REP",-2008
"Lyon County","MN",16.5,25.7,92,4.7,3.4,7.2,83.3,68.4,10018,11350,148900,2.44,57730,29634,714.56,11.4,85.5,15.1,50.1,1306,25269,25857,36.2,458861,1983,"REP",-3345
"Lyon County","NV",21.2,21.4,86.9,1.6,1.4,18.1,73.8,70.7,21189,24020,214900,2.56,56875,27855,2001.19,14.3,86.4,28.7,48.9,6109,59235,51980,26,465510,2844,"REP",-12441
"Mackinac County","MI",28.6,15.7,90.7,0.9,3.5,2,72.6,71.9,5269,11295,136600,1.99,47938,28966,1021.57,4.9,87.9,20.8,49.2,1029,10834,11113,10.9,121927,1310,"REP",-1672
"Macomb County","MI",17.4,20.8,89.9,4.3,12.6,2.8,78,73.3,346402,369479,166800,2.49,62855,32238,479.22,14.2,88,27.9,51.3,47881,881217,840978,1754.9,11304239,72641,"REP",-39911
"Macon County","AL",20.9,17.1,81.8,0.6,80.4,1.9,16.5,65.5,7474,10321,80800,2.2,33370,20419,608.89,2.5,90.5,24,54.5,1345,19532,21452,35.2,93239,1399,"DEM",5567
"Macon County","GA",18.1,18.5,73.6,1.4,60.7,4.5,32.8,64,4696,6106,63800,2.4,32161,17883,400.64,7.7,87.1,26.3,45.3,643,12082,14740,36.8,43548,1029,"DEM",1075
"Macon County","IL",20.4,22.2,90.4,1.2,17.8,2.4,75.8,68.4,43912,50305,98400,2.32,50480,29644,580.69,3.5,84.3,17.9,52.1,7062,103998,110768,190.8,1494152,7229,"REP",-8742
"Macon County","MO",22.8,23,88.2,0.6,2.5,1.8,93.1,74.6,5845,7686,97200,2.55,42746,22136,801.23,3.2,92.6,21.6,50.6,1214,15209,15566,19.4,146490,1406,"REP",-4414
"Macon County","NC",28.9,18.4,89.3,1,1.7,7.4,88.6,72.9,15921,25716,165600,2.16,45507,28936,515.56,7.1,85.6,21.6,51.5,2921,37014,33922,65.8,432474,4247,"REP",-7981
"Macon County","TN",16.1,24.5,80.3,0.8,1.2,5.1,91.7,74.4,9170,10565,115000,2.56,37430,22527,307.14,3.9,85.7,32.5,51.1,1138,25216,22248,72.4,177374,2072,"REP",-6789
"Macoupin County","IL",20.4,21.1,91.3,0.4,1,1.3,96,76.7,18875,21800,100600,2.36,55159,28809,862.91,1.6,88.9,28,50.6,3387,44967,47765,55.4,392007,3090,"REP",-8788
"Madera County","CA",14.3,27.4,71.9,2.6,4.2,58.8,33.2,64.1,44881,51438,251200,3.28,57585,22853,2137.07,45.3,87.9,28.3,51.8,6317,156255,150865,70.6,1012856,8094,"REP",-6210
"Madison County","AL",15.3,21.6,91.7,2.7,24.9,5.2,64.5,66.8,148189,166516,186100,2.38,65449,36620,801.59,6.9,83.2,21.5,51.1,32813,388153,334811,417.7,4958015,28357,"REP",-15494
"Madison County","AR",19.4,23.2,80.6,0.8,0.9,5.9,89.3,78,6279,7619,120400,2.57,41682,24356,834.26,4.6,90.9,33.9,49.9,857,16521,15717,18.8,130207,1131,"REP",-4095
"Madison County","FL",21.1,18.4,81,0.5,37.8,5.7,54.6,73.6,6778,8710,89100,2.41,37037,19510,695.95,7.3,86.5,27.1,46.9,1175,17968,19224,27.6,171200,1044,"REP",-1829
"Madison County","GA",17.4,22.9,83.2,2.2,9.6,6.1,80.7,74.7,10744,12031,131300,2.7,52500,24511,282.31,6.5,89.3,25.3,50.6,1717,30120,28120,99.6,135690,2104,"REP",-7915
"Madison County","IA",17.6,24.4,94.2,0.9,0.6,2.2,94.9,78.4,6462,7198,177500,2.45,66316,35470,561.01,3.2,90.5,28,49.8,856,16548,15679,27.9,92510,1531,"REP",-3373
"Madison County","ID",7.1,26.8,95.9,1.5,0.8,7.8,88.2,44.6,11016,15366,219100,3.51,39160,16585,469.21,11,64.4,14.2,49.3,873,52913,37536,80,370688,2759,"REP",-10893
"Madison County","IL",17.6,21.7,92.5,1,8.8,3.4,84.6,71.4,107659,120024,135600,2.41,60738,32427,715.58,3.9,86,25.2,51.3,20286,265859,269282,376.3,3230218,18813,"REP",-18195
"Madison County","IN",18.7,21.4,88.4,0.6,8.6,4.4,84.6,69.6,51003,59164,97300,2.42,49522,25557,451.92,3.8,84.3,26.2,50,9138,130129,131636,291.3,1378713,8151,"REP",-11691
"Madison County","KY",14.2,20.6,87.5,1.1,4.6,2.7,89.5,59.1,33359,37294,159300,2.52,50060,25837,437.29,4.2,79.6,23.7,51.5,5492,92701,82916,189.6,1080697,7252,"REP",-11775
"Madison County","MO",19.6,23,84.4,1.1,0.6,2.3,94.6,71.8,5044,5985,106100,2.38,43636,24418,494.39,1.8,84.3,26.7,51,1094,12626,12226,24.7,138030,860,"REP",-3565
"Madison County","MS",13.9,24.7,91.7,2.8,38.3,3.1,55.1,71.7,39635,44469,219700,2.59,71824,38901,714.51,6.4,88.3,22.4,52.2,4389,109145,95203,133.2,1616887,11227,"REP",-6651
"Madison County","MT",29.5,15.3,95.4,0.6,0.4,4.4,92.5,77,3570,7004,276500,2.24,54107,35719,3587.48,4.2,83.5,20.9,47.4,910,8623,7691,2.1,59461,1438,"REP",-2420
"Madison County","NC",23.1,17.5,87,0.5,1.5,2.4,93.9,74.1,8403,11136,194500,2.42,45873,25956,449.57,2.3,88.6,28.7,50.7,1520,21193,20764,46.2,111500,1741,"REP",-3078
"Madison County","NE",16.2,25.5,90.4,1.8,1.7,15.8,78.7,65.6,14205,15443,146400,2.39,53188,28179,572.74,13.9,83.5,14.4,50.3,1939,35585,34876,60.9,815241,3752,"REP",-8462
"Madison County","NY",18.9,19,92,1,2,2.3,92.9,77.4,25877,32456,136800,2.55,61633,30469,654.84,4.3,89.4,24,50.6,4506,68016,73442,112.2,745482,5105,"REP",-3601
"Madison County","OH",15.9,20.3,87,1.4,6.5,2.3,88.1,71.2,15013,16204,166500,2.58,68022,29164,465.88,3.8,83,26.1,45.6,2610,43824,43435,93.2,1116123,2967,"REP",-8137
"Madison County","TN",17.6,22.3,88.9,1.2,37.7,4.1,55.6,62.3,37944,43498,131500,2.47,48161,26722,557.12,4.7,89.4,19,52.6,5645,98823,98294,176.4,1902646,7960,"REP",-5553
"Madison County","TX",15.8,21.2,80.8,0.8,20.1,24.2,54.1,74.2,4269,5353,113100,2.59,52664,20748,466.07,19.4,87.9,25,42.4,889,13455,13664,29.3,244752,1025,"REP",-3081
"Madison County","VA",22.9,20.1,86.1,0.6,9.3,3.2,84.3,74.5,4949,6140,257900,2.62,57895,30777,320.68,3.6,89.2,28.9,51.6,822,13837,13308,41.5,186364,1496,"REP",-2602
"Madison Parish","LA",14.9,23.8,73.9,0.3,62.6,2.2,33.9,53.2,3832,5237,78100,2.43,30350,16671,624.44,3.1,87.6,15,50.4,505,10017,12093,19.4,158853,942,"DEM",724
"Magoffin County","KY",17.8,22.3,69.7,0.2,0.2,1.2,97.4,72.5,5020,6134,66800,2.46,28147,18243,308.44,0.2,91.5,37,49.9,304,11637,13333,43.2,61128,771,"REP",-2960
"Mahaska County","IA",18.5,24,92.2,1.7,1.8,2.4,92.7,69,8927,9898,115300,2.41,54825,28174,570.86,2.6,85,18.6,49.2,1107,22190,22381,39.2,242524,1839,"REP",-5403
"Mahnomen County","MN",17.3,31.8,86.9,0.1,0.7,4.3,44.9,68,1946,2783,104800,2.8,44688,21279,557.88,8.2,89.3,19,49.4,320,5411,5413,9.7,26787,323,"REP",-30
"Mahoning County","OH",21.4,19.9,90.9,0.9,16.1,6.5,75.5,68.7,98472,111236,105400,2.27,46042,28378,411.62,5.9,87.6,22.2,51,15032,228614,238823,580.2,3104302,20664,"REP",-2262
"Major County","OK",20.5,25.8,88.6,0.8,1,10.1,84,79.4,3123,3692,101800,2.43,54332,28609,954.99,6.7,89.2,20.8,51.2,429,7782,7527,7.9,93708,912,"REP",-2764
"Malheur County","OR",16.8,25.9,81.1,1.5,1.7,34.6,60.1,58.3,10062,11957,135900,2.65,43313,18974,9887.53,25.3,82,18.5,45.6,1894,31571,31313,3.2,534507,2088,"REP",-4927
"Manassas city","VA",9.7,26.9,82.7,5.2,13.6,36.6,40.8,66.1,12898,43169,324600,3.19,81493,33082,9.88,40.4,85.5,36.5,49.8,2316,42772,37821,3827.8,895267,4123,"DEM",4100
"Manassas Park city","VA",8.5,25.6,82.7,11.1,15.3,39.7,33.1,65.9,4641,18571,308000,3.66,88046,34326,2.53,48.1,83.1,40.5,47.7,916,17219,14273,5633.1,124707,1572,"DEM",2013
"Manatee County","FL",28.1,18,89.7,2.3,9.3,16.9,70.6,72.9,145356,198819,238500,2.61,59009,33853,742.93,17.7,84.4,26.2,51.7,32335,399710,322833,434.5,4191101,29957,"REP",-34821
"Manistee County","MI",26.3,17.2,89.9,0.4,3.4,3.5,88.6,83.4,9426,15910,125400,2.44,50055,26668,542.15,3.8,88.2,20.9,48.4,2247,25032,24733,45.6,231887,2074,"REP",-2214
"Manitowoc County","WI",21.1,20.4,92,2.9,1.2,4.4,89.8,75.4,34563,37657,130100,2.26,56612,30130,589.08,5.5,92.2,19.3,50,5272,81359,81442,138.3,848633,5397,"REP",-10400
"Marathon County","WI",18.2,22.6,91.8,6.1,0.9,3,88.2,72.2,55466,59940,156300,2.41,62633,33189,1544.98,8.2,88.7,19.2,49.8,8589,138013,134063,86.8,2572407,10129,"REP",-13816
"Marengo County","AL",19.9,22.5,83.8,0.3,51.6,2.8,44.4,71.5,7361,10397,84400,2.59,33241,25635,976.88,0.6,92.1,24.4,53.1,946,19323,21027,21.5,199742,1414,"DEM",145
"Maricopa County","AZ",15.5,23.5,87.7,4.6,6.4,31.4,54.5,62.2,1552096,1789190,260200,2.75,64468,33279,9200.14,27,83.1,26.4,50.6,253833,4420568,3817117,414.9,57296663,324146,"DEM",45109
"Maries County","MO",22,20.2,86.5,0.4,0.7,1.5,95,74.9,3762,4611,133200,2.31,47569,26226,526.98,5,88.2,33.4,49.9,908,8432,9176,17.4,50089,547,"REP",-3078
"Marin County","CA",23,19.8,93.3,6.6,2.8,16.3,71.1,63.7,105432,113344,995800,2.4,115246,72466,520.31,21.9,86.4,32.6,51.1,10516,262321,252409,485.1,5087526,39815,"DEM",103676
"Marinette County","WI",24.5,18.9,91.1,0.5,0.7,2,95,74.7,18473,30983,123800,2.14,50330,28282,1399.35,2.8,88.9,20.5,49.7,3694,41872,41749,29.8,532480,3066,"REP",-7938
"Marion County","AL",21.5,20.8,79.6,0.3,3.9,2.7,91.7,75.1,11997,14806,92800,2.45,35930,21311,742.29,3.1,91.8,24.4,50.8,1385,29341,30776,41.5,229040,2283,"REP",-10742
"Marion County","AR",29.1,18.2,86.5,0.6,0.6,2.4,93.6,78.9,6782,9604,120700,2.4,36719,21395,597.01,1.9,85,21.6,51,1820,16826,16653,27.9,94779,1365,"REP",-4252
"Marion County","FL",29.2,18.5,87.6,1.7,13.5,14.1,69.6,75,139172,173190,139900,2.47,45371,25839,1584.55,12.3,86.3,25.7,52.1,36289,375908,331298,209.1,4263626,25658,"REP",-52968
"Marion County","GA",20.9,20.6,77.8,0.9,30.9,7.7,59.1,78.4,3408,4239,90000,2.45,44643,22541,366,9.8,90.7,36.4,50.4,964,7498,8742,23.9,35332,274,"REP",-963
"Marion County","IA",18.4,23.5,93.3,1.4,0.9,2,94.4,70.8,13365,14374,157300,2.35,61038,30644,554.53,3,81.4,19.3,50.1,1951,33414,33309,60.1,363824,2604,"REP",-6485
"Marion County","IL",19.8,23.2,89,0.6,4.3,2.1,90.9,73.6,15946,18280,77900,2.32,47519,25563,572.36,1.7,86.3,19.8,51.1,2688,37729,39437,68.9,353692,2903,"REP",-8154
